Project_ID,State,Constituency,Work category,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,Elapsed_Days,Predicted_Days,Days_Overdue,Delay_Severity_%
139916.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
139915.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
139914.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
139913.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
139922.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
139910.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-07,688,143.72464814814813,544.2753518518518,478.6931183096897
164632.0,Maharashtra,AMRAVATI(SC),normal/others,3000000.0,2025-02-18,554,10.46,543.54,5296.367112810707
153856.0,Haryana,HISAR,normal/others,449859.0,2025-01-30,573,29.539380952380956,543.460619047619,1939.7833723181482
139743.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139874.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139758.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139759.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139760.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139761.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139762.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139763.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139764.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139765.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139872.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139876.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139875.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139877.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139878.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139879.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139880.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139881.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139887.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139888.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139889.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139890.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139757.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139756.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139892.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139744.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139484.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139485.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139487.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139488.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139490.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139491.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139492.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139493.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
